accession	tax_id	scientific_name	base_count	description
KY002644	7217	Drosophila ananassae	740	UNVERIFIED: Drosophila ananassae strain IND_DANA_KL18 alcohol dehydrogenase-like gene, partial sequence.
AB669840	67534	Drosophila triauraria	842	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.
AB669853	60717	Drosophila punjabiensis	836	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.
AB669868	74550	Drosophila lini	843	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.
AB669881	137353	Drosophila baimaii	838	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.
AB669889	137077	Drosophila parvula	864	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.
AB669891	359927	Drosophila pectinifera	841	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.
AF136670	95109	Drosophila americana americana	884	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.
AF136683	95109	Drosophila americana americana	884	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136687	95109	Drosophila americana americana	884	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136696	95109	Drosophila americana americana	884	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136708	40372	Drosophila americana texana	884	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.
AF175216	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.
AF201427	7238	Drosophila sechellia	482	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.
AF459747	186284	Drosophila paralutea	290	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459784	42063	Drosophila ercepeae	290	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459785	30023	Drosophila elegans	290	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459786	30025	Drosophila ficusphila	290	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KJ767240	7227	Drosophila melanogaster	872	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.
U64528	7237	Drosophila pseudoobscura	3488	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.
AB669883	112146	Drosophila bicornuta	838	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.
AF175220	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.
AF459746	7259	Drosophila tolteca	290	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459765	73917	Drosophila seguyi	290	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002645	7217	Drosophila ananassae	1301	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.
U64524	7237	Drosophila pseudoobscura	3498	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.
U64549	7237	Drosophila pseudoobscura	3470	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.
AF136686	95109	Drosophila americana americana	884	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.
U64556	7237	Drosophila pseudoobscura	3471	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.
U64543	7237	Drosophila pseudoobscura	3458	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.
U64545	7237	Drosophila pseudoobscura	3474	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.
U64532	7237	Drosophila pseudoobscura	3392	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.
U64560	7237	Drosophila pseudoobscura	3467	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.
U64548	7237	Drosophila pseudoobscura	3498	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.
AB669890	359927	Drosophila pectinifera	841	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.
AB703322	7229	Drosophila miranda	405	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.
AF136675	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364509	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY340305	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.
EF216312	57873	Drosophila hubeiensis	431	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
AB669865	109356	Drosophila leontia	832	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.
AY340301	40366	Drosophila americana	881	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541095	198719	Drosophila innubila	555	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
KJ767242	7245	Drosophila yakuba	865	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.
AB669835	67533	Drosophila rufa	838	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.
AB669839	137070	Drosophila tani	838	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.
AB703318	7248	Drosophila athabasca	405	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.
AB830534	67531	Drosophila lacteicornis	838	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.
AF459758	195057	Drosophila malerkotliana malerkotliana	290	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY340287	40366	Drosophila americana	881	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.
AY364520	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874362	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB825961	1084936	Drosophila fengkainensis	840	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.
U20765	7227	Drosophila melanogaster	2365	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.
AY340306	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.
U76478	7231	Drosophila mulleri	902	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY044127	88886	Drosophila sulfurigaster	716	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154832	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154852	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154856	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154863	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17833	7227	Drosophila melanogaster	2727	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M60995	46244	Drosophila pseudoobscura bogotana	3475	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.
AB669847	34677	Drosophila tsacasi	838	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.
AY044131	157293	Drosophila hypocausta	723	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M17835	7227	Drosophila melanogaster	2769	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669875	46829	Drosophila birchii	833	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.
AB932651	134000	Drosophila cardinoides	834	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.
AF067280	7246	Drosophila affinis	430	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M60993	46244	Drosophila pseudoobscura bogotana	3485	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.
AB669873	73157	Drosophila nikananu	839	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.
AB932663	133975	Drosophila nigrodunni	840	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.
AY154842	7263	Drosophila arizonae	878	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY044123	157058	Drosophila oritisa	725	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AB669877	244254	Drosophila bunnanda	826	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.
AB932654	133979	Drosophila dunni	839	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.
AY044121	157055	Drosophila curviceps	725	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364495	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF067284	77130	Drosophila tsukubaensis	830	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154835	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154867	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
M17845	7227	Drosophila melanogaster	795	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.
AB194426	7217	Drosophila ananassae	1757	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045116	30047	Drosophila sturtevanti	405	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045119	30042	Drosophila prosaltans	405	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154872	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154836	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40986	7218	Drosophila bifasciata	429	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AY154827	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB194423	296644	Drosophila malerkotliana pallens	1775	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AB194425	65965	Drosophila pseudoananassae pseudoananassae	1762	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348879	67534	Drosophila triauraria	668	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF151684	7244	Drosophila virilis	6045	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.
AI062419	7227	Drosophila melanogaster	621	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.
BG632144	7227	Drosophila melanogaster	690	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.
CV787951	7245	Drosophila yakuba	711	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI571735	7227	Drosophila melanogaster	548	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI570978	7227	Drosophila melanogaster	694	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571817	7227	Drosophila melanogaster	535	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
AF171740	7227	Drosophila melanogaster	562	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.
AI404819	7227	Drosophila melanogaster	667	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695383	133984	Drosophila antillea	1144	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF503615	7227	Drosophila melanogaster	730	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.
BI241261	7227	Drosophila melanogaster	679	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.
BI606073	7227	Drosophila melanogaster	593	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.
BI618605	7227	Drosophila melanogaster	647	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.
CK133169	7227	Drosophila melanogaster	633	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.
BI622627	7227	Drosophila melanogaster	582	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.
BI613172	7227	Drosophila melanogaster	636	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.
AF006567	7234	Drosophila persimilis	3502	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
U65746	7264	Drosophila buzzatii	8725	Drosophila buzzatii alcohol dehydrogenase (Adh-P) pseudogene, and alcohol dehydrogenase 2 (Adh-2) and alcohol dehydrogenase 1 (Adh-1) genes, complete cds.
X00607	7240	Drosophila simulans	4607	Drosophila simulans gene for alcohol dehydrogenase
M37276	7230	Drosophila mojavensis	8783	Drosophila mojavensis alcohol dehydrogenase-2 (Adh-2) and alcohol dehydrogenase-1 (Adh-1) genes, complete cds.
AY279325	7233	Drosophila orena	1724	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.
KU559568	7244	Drosophila virilis	14750	Drosophila virilis strain 15010-1051.0 alcohol dehydrogenase (Adh1) and alcohol dehydrogenase (Adh2) genes, complete cds.
M63291	47010	Drosophila silvestris	1635	Drosophila silvestris alcohol dehydrogenase gene, complete cds.
X62193	7237	Drosophila pseudoobscura	3483	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62220	7237	Drosophila pseudoobscura	3479	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY040854	7227	Drosophila melanogaster	1180	Drosophila melanogaster alcohol dehydrogenase gene silencer sequence.
JF735882	499227	Drosophila nigromelanica	626	Drosophila nigromelanica alcohol dehydrogenase gene, partial cds.
X62214	7237	Drosophila pseudoobscura	3486	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62228	7237	Drosophila pseudoobscura	3464	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60791	7261	Drosophila adiastola	912	Drosophila adiastola alcohol dehydrogenase gene, complete cds.
X62206	7237	Drosophila pseudoobscura	3499	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64480	7237	Drosophila pseudoobscura	3470	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62204	7237	Drosophila pseudoobscura	3499	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62195	7237	Drosophila pseudoobscura	3499	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62199	7237	Drosophila pseudoobscura	3475	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62226	7237	Drosophila pseudoobscura	3466	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64486	7237	Drosophila pseudoobscura	3475	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238778	7229	Drosophila miranda	2042	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238777	7229	Drosophila miranda	2042	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY081440	141217	Drosophila tripunctata	217	Drosophila tripunctata alcohol dehydrogenase (Adh) gene, partial cds.
AY750123	7252	Drosophila melanica	911	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750132	55945	Drosophila euronotus	911	Drosophila euronotus alcohol dehydrogenase (Adh) gene, partial cds.
AY750144	311480	Drosophila medioconstricta	911	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471630	381452	Drosophila barutani	711	Drosophila barutani alcohol dehydrogenase (Adh) gene, partial cds.
HQ631470	42026	Drosophila bipectinata	290	Drosophila bipectinata alcohol dehydrogenase (adh) gene, partial cds.
AF264077	7271	Drosophila nebulosa	405	Drosophila nebulosa alcohol dehydrogenase (Adh) gene, partial cds.
AY006411	7235	Drosophila picticornis	510	Drosophila picticornis alcohol dehydrogenase (Adh) gene, partial cds.
AY750118	311474	Drosophila longiserrata	911	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471667	30043	Drosophila repleta	711	Drosophila repleta alcohol dehydrogenase (Adh) gene, partial cds.
HQ631471	103765	Drosophila bocki	290	Drosophila bocki alcohol dehydrogenase (adh) gene, partial cds.
HQ631473	2609304	Drosophila curveaedeagus (nomen nudum)	290	Drosophila curveadeagus alcohol dehydrogenase (adh) gene, partial cds.
HQ631484	187394	Drosophila pulchrella	290	Drosophila pulchrella alcohol dehydrogenase (adh) gene, partial cds.
U26839	40368	Drosophila borealis	961	Drosophila borealis alcohol dehydrogenase (Adh) gene, complete cds.
AF059889	7252	Drosophila melanica	290	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY006409	46893	Drosophila adunca	508	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
AY006413	46820	Drosophila nigribasis	510	Drosophila nigribasis alcohol dehydrogenase (Adh) gene, partial cds.
AY750116	119604	Drosophila lacertosa	911	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
AY750127	311477	Drosophila paramelanica	911	Drosophila paramelanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750130	311476	Drosophila neokadai	911	Drosophila neokadai alcohol dehydrogenase (Adh) gene, partial cds.
AY750136	311481	Drosophila okadai	911	Drosophila okadai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471655	40366	Drosophila americana	711	Drosophila americana alcohol dehydrogenase (Adh) gene, partial cds.
U94203	58309	Drosophila petalopeza	204	Drosophila petalopeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006417	48320	Drosophila neoperkinsi	510	Drosophila neoperkinsi alcohol dehydrogenase (Adh) gene, partial cds.
AY750139	55950	Drosophila sordidula	911	Drosophila sordidula alcohol dehydrogenase (Adh) gene, partial cds.
DQ471659	54075	Drosophila eohydei	711	Drosophila eohydei alcohol dehydrogenase (Adh) gene, partial cds.
DQ471661	50033	Drosophila kanekoi	711	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, partial cds.
GQ376034	65964	Drosophila pseudoananassae	410	Drosophila pseudoananassae alcohol dehydrogenase (ADH) gene, partial cds.
GQ376035	42026	Drosophila bipectinata	410	Drosophila bipectinata alcohol dehydrogenase (ADH) gene, partial cds.
U90956	7284	Drosophila tristis	428	Drosophila tristis alcohol dehydrogenase (Adh) gene, partial cds.
X68165	7237	Drosophila pseudoobscura	3460	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase (PS314)
Z00032	7233	Drosophila orena	2617	Drosophila orena alcohol dehydrogenase gene and flanking regions
AB261136	88884	Drosophila pallidifrons	861	Drosophila pallidifrons Adh gene for alcohol dehydrogenase, partial cds.
AB932648	188282	Drosophila bizonata	844	Drosophila bizonata Adh gene for alcohol dehydrogenase, partial cds.
AB932646	309934	Drosophila angularis	840	Drosophila angularis Adh gene for alcohol dehydrogenase, partial cds.
AB932662	1503162	Drosophila multispina	852	Drosophila multispina Adh gene for alcohol dehydrogenase, partial cds.
AF260692	40370	Drosophila montana	456	Drosophila montana alcohol dehydrogenase-related protein gene, partial cds.
KM016471	7240	Drosophila simulans	479	Drosophila simulans isolate KY32 alcohol dehydrogenase-related gene, intron.
U26842	40370	Drosophila montana	957	Drosophila montana alcohol dehydrogenase (Adh-1) gene, complete cds.
X60793	7227	Drosophila melanogaster	2763	D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase
AB033644	106246	Drosophila brachynephros	711	Drosophila brachynephros Adh mRNA for alcohol dehydrogenase, partial cds.
AB261135	157059	Drosophila siamana	855	Drosophila siamana Adh gene for alcohol dehydrogenase, partial cds.
AB932664	198721	Drosophila nigromaculata	849	Drosophila nigromaculata Adh gene for alcohol dehydrogenase, partial cds.
AB932678	193351	Drosophila transversa	839	Drosophila transversa Adh gene for alcohol dehydrogenase, partial cds.
AB932679	141217	Drosophila tripunctata	836	Drosophila tripunctata Adh gene for alcohol dehydrogenase, partial cds.
AB932680	193352	Drosophila unispina	848	Drosophila unispina Adh gene for alcohol dehydrogenase, partial cds.
AF260699	7264	Drosophila buzzatii	2795	Drosophila buzzatii alcohol dehydrogenase-related protein gene, complete cds.
AH000980	7227	Drosophila melanogaster	2474	Drosophila melanogaster alcohol dehydrogenase (ADH-71k) gene, complete cds.
U95266	7260	Drosophila willistoni	1159	Drosophila willistoni PA2 alcohol dehydrogenase (Adh) gene, complete cds.
X57374	7245	Drosophila yakuba	975	Drosophila yakuba (individual j) Adh gene for alcohol dehydrogenase
X57376	7245	Drosophila yakuba	975	Drosophila yakuba (individual l) Adh gene for alcohol dehydrogenase
U95260	7260	Drosophila willistoni	1172	Drosophila willistoni Lima alcohol dehydrogenase (Adh) gene, complete cds.
X57372	7245	Drosophila yakuba	975	Drosophila yakuba (individual h) Adh gene for alcohol dehydrogenase
AB154553	30033	Drosophila kikkawai	675	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh12.
AF201429	7240	Drosophila simulans	480	Drosophila simulans isolate TT01 alcohol dehydrogenase (Adhr) gene, intron 1.
AY156525	7232	Drosophila navojoa	878	Drosophila navojoa alcohol dehydrogenase 2 (adh-2) gene, complete cds.
KX976486	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SJ7 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976513	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_2_11 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60980	7237	Drosophila pseudoobscura	3476	Drosophila pseudoobscura (strain AH54) alcohol dehydrogenase (adh) gene, complete cds.
EU532128	46793	Drosophila paulistorum	562	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
HQ110512	30039	Drosophila neocordata	830	Drosophila neocordata isolate D_neoc_c1 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110514	30039	Drosophila neocordata	819	Drosophila neocordata isolate D_neoc_c3 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110515	30042	Drosophila prosaltans	859	Drosophila prosaltans isolate D_pros_c1 alcohol dehydrogenase (Adh) gene, partial cds.
KX976489	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SJ14 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976512	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_3_16 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976518	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_1_7 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60988	7237	Drosophila pseudoobscura	3467	Drosophila pseudoobscura (strain AH165) alcohol dehydrogenase (adh) gene, complete cds.
AB154543	30033	Drosophila kikkawai	675	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh02.
AB154544	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh03.
AB154551	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh10.
